rank Youtuber subscribers video_views category Title uploads Country Abbreviation channel_type video_views_rank country_rank channel_type_rank video_views_for_the_last_30_days lowest_monthly_earnings highest_monthly_earnings lowest_yearly_earnings highest_yearly_earnings subscribers_for_last_30_days created_year created_month created_date Gross_tertiary_education_enrollment_(%) Population Unemployment_rate Urban_population Latitude Longitude
127 KHANDESHI_MOVIES 33500000 11405809704 Comedy KHANDESHI_MOVIES 217 India IN Comedy 357 35 4 24736000 6200 98900 74200 1200000 100000 2013 Nov 11 28.1 1366417754 5.36 471031528 20.593684 78.96288
128 NoCopyrightSounds 33400000 10530729078 Music NoCopyrightSounds 1331 United_Kingdom GB Music 402 3 44 55654000 13900 222600 167000 2700000 nan 2011 Aug 14 60 66834405 3.85 55908316 55.378051 -3.435973
129 CVS_3D_Rhymes_&_Kids_Songs 33400000 20269857567 Education CVS_3D_Rhymes_&_Kids_Songs 338 India IN Education 120 35 9 136084000 34000 544300 408300 6500000 200000 2008 Aug 26 28.1 1366417754 5.36 471031528 20.593684 78.96288
130 Ricis_Official 33300000 5994136760 People_&_Blogs Ricis_Official 2736 Indonesia ID Entertainment 1043 2 34 157101000 39300 628400 471300 7500000 1900000 2016 Jan 15 36.3 270203917 4.69 151509724 -0.789275 113.921327
131 BabyBus_-_Kids_Songs_and_Cartoons 32800000 26355088167 Education BabyBus_-_Kids_Songs_and_Cartoons 2122 United_States US Education 64 39 10 127498000 31900 510000 382500 6100000 200000 2016 Jul 15 88.2 328239523 14.7 270663028 37.09024 -95.712891
132 Eros_Now_Music 32700000 17853798780 Entertainment Mzaalo 1521 India IN Entertainment 8055 730 838 20263000 5100 81100 60800 972600 40000 2012 Mar 14 28.1 1366417754 5.36 471031528 20.593684 78.96288
133 BETER_Bï¿½ï¿½ 32700000 19180039918 nan BETER_Bï¿½ï¿½ 2738 Turkey TR Games 137 1 11 1463000000 365900 5900000 4400000 70200000 2100000 2012 Dec 12 23.9 83429615 13.49 63097818 38.963745 35.243322
134 DisneyMusicVEVO 32700000 28516250629 Music DisneyMusicVEVO 2068 United_States US Music 50 40 45 329861000 82500 1300000 989600 15800000 300000 2010 May 20 88.2 328239523 14.7 270663028 37.09024 -95.712891
135 The_Weeknd 32600000 23379969006 Music The_Weeknd 169 Canada CA Music 85 3 45 373828000 93500 1500000 1100000 17900000 200000 2011 Feb 25 68.9 36991981 5.56 30628482 56.130366 -106.346771
136 WowKidz 32200000 16613441479 Film_&_Animation wowkidz 2 nan nan Entertainment 4053139 nan 6723 1 0 0 0 0.05 nan 2006 Dec 16 nan nan nan nan nan nan
137 KAROL_G 32100000 18699145555 Music KAROL_G 134 Colombia CO Music 140 3 46 465647000 116400 1900000 1400000 22400000 300000 2013 Mar 14 55.3 50339443 9.71 40827302 4.570868 -74.297333
138 Mr_Bean 32100000 10602236110 Shows Mr_Bean 3091 United_Kingdom GB Comedy 400 4 5 56534000 14100 226100 169600 2700000 100000 2006 Jan 4 60 66834405 3.85 55908316 55.378051 -3.435973
139 rezendeevil 32100000 13061739758 Gaming rezendeevil 11882 Brazil BR Entertainment 287 9 40 44505000 11100 178000 133500 2100000 nan 2012 Feb 12 51.3 212559417 12.08 183241641 -14.235004 -51.92528
140 StarPlus 32000000 26800674545 Entertainment StarPlus 44892 India IN Entertainment 60 38 40 1667000000 416800 6700000 5000000 80000000 1200000 2006 May 19 28.1 1366417754 5.36 471031528 20.593684 78.96288
141 SMTOWN 31900000 27330239663 Music SMTOWN 4158 nan nan Music 53 nan 47 233402000 58400 933600 700200 11200000 100000 2006 Mar 18 nan nan nan nan nan nan
142 GMA_Network 31900000 19428308461 Entertainment GMA_Network 93311 Philippines PH Entertainment 129 2 41 798510000 199600 3200000 2400000 38300000 500000 2006 Nov 20 35.5 108116615 2.15 50975903 12.879721 121.774017
143 GENIAL 31800000 6762424690 Howto_&_Style GENIAL 6734 Mexico MX Howto 884 4 4 31455000 7900 125800 94400 1500000 nan 2017 Jun 1 40.2 126014024 3.42 102626859 23.634501 -102.552784
144 MR._INDIAN_HACKER 31700000 5711208484 Science_&_Technology MR._INDIAN_HACKER 929 India IN Tech 1132 40 1 109125000 27300 436500 327400 5200000 500000 2012 Jun 21 28.1 1366417754 5.36 471031528 20.593684 78.96288
145 Worldwide_Records_Bhojpuri 31700000 16476978876 Music Worldwide_Records_Bhojpuri 6518 India IN Music 177 39 48 112648000 28200 450600 337900 5400000 200000 2012 Mar 15 28.1 1366417754 5.36 471031528 20.593684 78.96288
146 DONA_ï¿½ï¿½ 31700000 21031745531 Entertainment DONA_ï¿½ï¿½ 166 United_States US Entertainment 110 41 42 153280000 38300 613100 459800 7400000 200000 2018 Apr 5 88.2 328239523 14.7 270663028 37.09024 -95.712891
147 Dream 31700000 2930015381 Gaming Dream 116 United_States US Games 2986 41 12 27022000 6800 108100 81100 1300000 200000 2014 Feb 8 88.2 328239523 14.7 270663028 37.09024 -95.712891
148 Lucas_and_Marcus 31600000 11615848291 Entertainment Lucas_and_Marcus 1321 United_States US Entertainment 339 42 43 312099000 78000 1200000 936300 15000000 400000 2011 Jan 19 88.2 328239523 14.7 270663028 37.09024 -95.712891
149 JustinBieberVEVO 31600000 26583873105 Music JustinBieberVEVO 204 United_States US Music 63 42 49 105126000 26300 420500 315400 5000000 nan 2009 Sep 26 88.2 328239523 14.7 270663028 37.09024 -95.712891
150 Luis_Fonsi 31400000 15176762479 Entertainment luisfonsi 0 nan nan nan 4057944 nan nan nan 0 0 0 0 nan 2006 Mar 31 nan nan nan nan nan nan
151 Peppa_Pig_-_Official_Channel 31400000 22919271731 Film_&_Animation Peppa_Pig_-_Official_Channel 3589 United_Kingdom GB Education 91 5 11 244925000 61200 979700 734800 11800000 300000 2013 Oct 9 60 66834405 3.85 55908316 55.378051 -3.435973
152 YOLO_AVENTURAS 31200000 9673649438 People_&_Blogs YOLO_AVENTURAS 65 Venezuela VE Comedy 3361188 522 2270 3589 0.9 14 11 172 100 2018 Dec 16 79.3 28515829 8.8 25162368 6.42375 -66.58973
153 The_Tonight_Show_Starring_Jimmy_Fallon 31200000 17111726160 Comedy The_Tonight_Show_Starring_Jimmy_Fallon 8976 United_States US Comedy 166 44 6 22511000 0 0 0 0 100000 2006 Jan 8 88.2 328239523 14.7 270663028 37.09024 -95.712891
154 TheDonato 31200000 6187804950 Entertainment TheDonato 3027 Argentina AR Games 997 3 12 190679000 47700 762700 572000 9200000 1900000 2015 Feb 17 90 44938712 9.79 41339571 -38.416097 -63.616672
155 ImagineDragons 30700000 16793072362 Music ImagineDragons 92 United_States US Music 169 45 50 188837000 47200 755300 566500 9100000 100000 2009 Aug 3 88.2 328239523 14.7 270663028 37.09024 -95.712891
156 Diana_and_Roma_ESP 30700000 12355992466 nan Diana_and_Roma_ESP 578 United_States US Entertainment 313 45 45 102998000 25700 412000 309000 4900000 200000 2016 Nov 27 88.2 328239523 14.7 270663028 37.09024 -95.712891
157 Round2hell 30700000 3145161634 Comedy Round2hell 67 India IN Entertainment 2687 41 45 31822000 8000 127300 95500 1500000 300000 2016 Oct 20 28.1 1366417754 5.36 471031528 20.593684 78.96288
158 Zee_News 30500000 16709857823 News_&_Politics Zee_News 180092 India IN News 168 41 4 461472000 115400 1800000 1400000 22200000 600000 2007 Jun 19 28.1 1366417754 5.36 471031528 20.593684 78.96288
159 AboFlah 30500000 4521573939 Gaming AboFlah 641 Kuwait KW Entertainment 1573 1 7 157908000 39500 631600 473700 7600000 1300000 2016 Jul 28 54.4 4207083 2.18 4207083 29.31166 47.481766
160 AH 30400000 4332274962 Entertainment AH 2197 Indonesia ID Entertainment 1701 4 46 21440000 5400 85800 64300 1000000 nan 2014 Jan 26 36.3 270203917 4.69 151509724 -0.789275 113.921327
161 Trap_Nation 30400000 14037426379 Music Trap_Nation 2725 United_States US Music 255 46 51 45822000 11500 183300 137500 2200000 nan 2012 Sep 23 88.2 328239523 14.7 270663028 37.09024 -95.712891
162 ýýýýýýýýýýýýýýý_ýýýýýý_ýýýýýýýýýýýýýýýýýý 30400000 17999961915 nan ýýýýýýýýýýýýýýý_ýýýýýý_ýýýýýýýýýýýýýýýýýý 532 United_States US Entertainment 147 46 46 122926000 30700 491700 368800 5900000 300000 2018 Nov 3 88.2 328239523 14.7 270663028 37.09024 -95.712891
163 Boram_Tube_Vlog_[ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿ 30300000 13546549817 Entertainment Boram_Tube_Vlog_[ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿ 223 United_States US Entertainment 269 47 47 22724000 5700 90900 68200 1100000 nan 2012 Feb 21 88.2 328239523 14.7 270663028 37.09024 -95.712891
164 Adele 30200000 14199108016 Music Adele 15 United_Kingdom GB Music 248 6 53 137099000 34300 548400 411300 6600000 100000 2008 Apr 4 60 66834405 3.85 55908316 55.378051 -3.435973
165 Talking_Tom 30200000 15199330166 Comedy TalkingTom 2 United_States US Entertainment 4057345 7736 6776 nan 0 0 0 0 nan 2008 Jun 27 88.2 328239523 14.7 270663028 37.09024 -95.712891
166 ýýýýýýýý_ýýýýýýýý_ýýýýýýýýýý_|_toyoraljanahtv 30200000 27684955537 Entertainment ýýýýýýýý_ýýýýýýýý_ýýýýýýýýýý_|_toyoraljanahtv 3254 Jordan JO Music 51 1 52 116434000 29100 465700 349300 5600000 100000 2008 Nov 24 34.4 10101694 14.72 9213048 30.585164 36.238414
167 Frost_Diamond 30100000 7277493940 Gaming frostdiamond 0 nan nan nan 4057944 nan nan nan 0 0 0 0 6 2006 Aug 10 nan nan nan nan nan nan
168 Spinnin'_Records 30100000 19607009165 Music Spinnin'_Records 11501 Netherlands NL Music 127 1 54 100040000 25000 400200 300100 4800000 100000 2007 Jul 12 85 17332850 3.2 15924729 52.132633 5.291266
169 Little_Angel:_Nursery_Rhymes_&_Kids_Songs 30100000 22593193994 Education Little_Angel:_Nursery_Rhymes_&_Kids_Songs 1349 United_States US Education 95 49 12 107525000 26900 430100 322600 5200000 nan 2015 Dec 14 88.2 328239523 14.7 270663028 37.09024 -95.712891
170 jacksepticeye 30100000 16246625836 Gaming jacksepticeye 5114 nan nan Games 183 2 14 40425000 10100 161700 121300 1900000 100000 2007 Feb 24 nan nan nan nan nan nan
171 Shawn_Mendes 30000000 12831200855 Music Shawn_Mendes 133 Canada CA Music 295 4 55 88749000 22200 355000 266200 4300000 nan 2011 Jan 19 68.9 36991981 5.56 30628482 56.130366 -106.346771
172 ashish_chanchlani_vines 29800000 4457913639 Comedy ashish_chanchlani_vines 151 India IN Comedy 1622 42 8 26171000 6500 104700 78500 1300000 100000 2009 Jul 6 28.1 1366417754 5.36 471031528 20.593684 78.96288
173 Ultra_Records 29600000 17208027242 Music Ultra_Records 4903 United_States US Music 165 50 56 81884000 20500 327500 245700 3900000 nan 2006 Oct 24 88.2 328239523 14.7 270663028 37.09024 -95.712891
174 Popular_on_YouTube 29300000 0 nan Popular_on_Youtube 3 nan nan Education 4019724 nan 4847 1 0 0 0 0.05 nan 2017 Aug 7 nan nan nan nan nan nan
175 Maluma 29300000 21226945136 Music MaLuMa 14 Argentina AR People 4051498 3624 7658 15 0 0.06 0.05 0.72 nan 2015 Oct 31 90 44938712 9.79 41339571 -38.416097 -63.616672
176 Zhong 29200000 14727238483 Entertainment Zhong 1513 United_States US Entertainment 230 51 48 180519000 0 0 0 0 1000000 2015 Jan 19 88.2 328239523 14.7 270663028 37.09024 -95.712891
177 Enaldinho 29200000 11627437847 Comedy Enaldinho 3654 Brazil BR Games 338 10 15 303100000 75800 1200000 909300 14500000 1000000 2012 Nov 7 51.3 212559417 12.08 183241641 -14.235004 -51.92528
178 AuronPlay 29200000 4079141673 Comedy AuronPlay 404 Spain ES Comedy 1852 3 9 12143000 3000 48600 36400 582900 nan 2006 Feb 28 88.9 47076781 13.96 37927409 40.463667 -3.74922
179 Shorts_Break 29000000 19466238065 Comedy shorts_break 42 nan nan nan 3997024 nan nan 60805 15 243 182 2900 151 2021 Jan 28 nan nan nan nan nan nan
180 infobells_-_Tamil 28900000 17930570614 Education infobells_-_Tamil 555 India IN Education 149 44 13 109828000 27500 439300 329500 5300000 200000 2014 Mar 13 28.1 1366417754 5.36 471031528 20.593684 78.96288
181 Aditya_Music_India 28500000 25857994495 Music Aditya_Music 0 nan nan Music 4057944 nan 4721 nan 0 0 0 0 nan 2010 Dec 16 nan nan nan nan nan nan
182 The_Late_Late_Show_with_James_Corden 28400000 9956764048 Entertainment The_Late_Late_Show_with_James_Corden 5809 United_States US Entertainment 445 53 49 26435000 6600 105700 79300 1300000 nan 2006 Nov 21 88.2 328239523 14.7 270663028 37.09024 -95.712891
183 Aditya_Movies 28400000 10062770060 Movies Aditya_Movies 5436 India IN Film 432 45 11 227355000 56800 909400 682100 10900000 500000 2012 Feb 23 28.1 1366417754 5.36 471031528 20.593684 78.96288
184 Masha_y_el_Oso 28300000 13577142726 Film_&_Animation Masha_y_El_oso 6 nan nan nan 4057907 nan nan 2 0 0.01 0.01 0.1 nan 2019 Jul 21 nan nan nan nan nan nan
185 infobells_-_Telugu 28300000 14814192034 Education infobells_-_Telugu 505 India IN Education 223 45 14 288110000 72000 1200000 864300 13800000 800000 2014 Mar 13 28.1 1366417754 5.36 471031528 20.593684 78.96288
186 HUM_TV 28300000 23844936965 Entertainment HUM_TV 106983 Pakistan PK Entertainment 80 3 49 684860000 171200 2700000 2100000 32900000 700000 2011 May 25 9 216565318 4.45 79927762 30.375321 69.345116
187 Shemaroo_Movies 28200000 7600740993 Entertainment Shemaroo_Movies 3009 India IN Film 721 46 13 184966000 46200 739900 554900 8900000 500000 2011 Mar 1 28.1 1366417754 5.36 471031528 20.593684 78.96288
188 Michael_Jackson 28200000 14412474625 Music Michael_Jackson 15 United_States US Music 242 54 59 158591000 39600 634400 475800 7600000 200000 2005 Jun 22 88.2 328239523 14.7 270663028 37.09024 -95.712891
189 Drake 28100000 15318895118 Music drake 3 nan nan Film 4011030 nan 4909 31 0.01 0.12 0.09 1 1 2005 Sep 23 nan nan nan nan nan nan
190 Goldmines_Dishoom 28000000 8603468420 Film_&_Animation Goldmines_Dishoom 3878 nan nan Film 587 nan 14 129211000 32300 516800 387600 6200000 400000 2016 Nov 26 nan nan nan nan nan nan
191 Sandeep_Maheshwari 27800000 2303069221 People_&_Blogs Sandeepmaheshwari 0 Singapore SG nan 4057944 3017 nan nan 0 0 0 0 1 2008 Jan 2 84.8 5703569 4.11 5703569 1.352083 103.819836
192 Bounce_Patrol_-_Kids_Songs 27800000 21037851468 Music Bounce_Patrol_-_Kids_Songs 292 Australia AU Music 111 1 61 127441000 31900 509800 382300 6100000 nan 2013 Jan 1 113.1 25766605 5.27 21844756 -25.274398 133.775136
193 toycantando 27700000 15777682516 Music toycantando 619 Colombia CO Music 197 4 62 173836000 43500 695300 521500 8300000 200000 2009 Jul 7 55.3 50339443 9.71 40827302 4.570868 -74.297333
194 MrBeast_2 27500000 4552581106 People_&_Blogs Leaux_Pass 27 United_States US Music 2161873 5889 4311 649 0 0 0 0 nan 2011 Jun 23 88.2 328239523 14.7 270663028 37.09024 -95.712891
195 Wiz_Khalifa 27500000 13379395501 Music Wiz_Khalifa 682 United_States US Music 275 57 63 90450000 22600 361800 271300 4300000 100000 2008 May 9 88.2 328239523 14.7 270663028 37.09024 -95.712891
196 JYP_Entertainment 27400000 19883150017 Music JYP_Entertainment 1753 South_Korea KR Music 124 4 64 307631000 76900 1200000 922900 14800000 200000 2008 Jan 25 94.3 51709098 4.15 42106719 35.907757 127.766922
197 ýýý_Kids_Roma_Show 27400000 10336420490 People_&_Blogs ýýý_Kids_Roma_Show 642 United_States US Entertainment 418 58 50 175844000 44000 703400 527500 8400000 400000 2015 May 12 88.2 328239523 14.7 270663028 37.09024 -95.712891
198 DanTDM 27400000 19417887510 Gaming DanTDM 3664 United_Kingdom GB Games 132 7 16 78668000 19700 314700 236000 3800000 500000 2012 Jul 14 60 66834405 3.85 55908316 55.378051 -3.435973
199 Nick_Jr. 27300000 22440611155 Film_&_Animation Nick_Jr. 5438 United_States US Entertainment 100 59 51 42546000 10600 170200 127600 2000000 200000 2012 Sep 27 88.2 328239523 14.7 270663028 37.09024 -95.712891
200 Crazy_XYZ 27300000 7705492350 Entertainment Crazy_XYZ 1259 India IN Tech 707 48 2 102235000 25600 408900 306700 4900000 100000 2017 Sep 10 28.1 1366417754 5.36 471031528 20.593684 78.96288
201 ToyPuddingTV 27100000 15916882228 Entertainment ToyPudding_TV[ï¿½ï¿½ï¿½ï¿½ï 2 nan nan People 4052296 nan 7692 14 0 0.06 0.04 0.67 nan 2017 Jun 7 nan nan nan nan nan nan
202 Dushyant_kukreja 27100000 17318452893 Entertainment Dushyant_kukreja 889 India IN Entertainment 159 49 52 429692000 107400 1700000 1300000 20600000 700000 2015 Sep 26 28.1 1366417754 5.36 471031528 20.593684 78.96288
203 Gulshan_Kalra 27100000 12732444881 Howto_&_Style Gulshan_Kalra 545 nan nan Howto 296 nan 5 502779000 125700 2000000 1500000 24100000 1300000 2018 Apr 9 nan nan nan nan nan nan
204 Brent_Rivera 27000000 6570935979 Comedy Brent_Rivera 554 United_States US Entertainment 909 60 53 144453000 36100 577800 433400 6900000 300000 2009 Aug 1 88.2 328239523 14.7 270663028 37.09024 -95.712891
205 Renato_Garcia_YT 26900000 7938616641 Entertainment Renato_Garcia_YT 3956 Brazil BR Entertainment 664 11 54 82912000 20700 331600 248700 4000000 200000 2011 Sep 29 51.3 212559417 12.08 183241641 -14.235004 -51.92528
206 Beast_Reacts 26700000 4388047013 People_&_Blogs Beast_Reacts 241 United_States US Entertainment 1632 61 54 276187000 69000 1100000 828600 13300000 1200000 2016 Apr 24 88.2 328239523 14.7 270663028 37.09024 -95.712891
207 enchufetv 26700000 10317306313 Comedy enchufetv 975 Colombia CO Comedy 420 5 11 24363000 6100 97500 73100 1200000 nan 2011 Nov 13 55.3 50339443 9.71 40827302 4.570868 -74.297333
208 Netflix 26700000 7173668905 Entertainment Netflix 6471 United_States US Entertainment 797 62 55 118226000 29600 472900 354700 5700000 200000 2012 Jul 17 88.2 328239523 14.7 270663028 37.09024 -95.712891
209 Raffy_Tulfo_in_Action 26500000 15065753455 News_&_Politics Raffy_Tulfo_in_Action 10022 Philippines PH News 219 3 5 163130000 40800 652500 489400 7800000 300000 2016 Apr 20 35.5 108116615 2.15 50975903 12.879721 121.774017
210 WORLDSTARHIPHOP 26500000 20358117330 Music WORLDSTARHIPHOP 6873 United_States US Music 117 63 65 89098000 22300 356400 267300 4300000 nan 2008 Nov 8 88.2 328239523 14.7 270663028 37.09024 -95.712891
211 Goldmines_Bollywood 26400000 8595760553 Film_&_Animation Goldmines_Bollywood 3622 India IN Film 588 50 15 99677000 24900 398700 299000 4800000 400000 2015 Jul 22 28.1 1366417754 5.36 471031528 20.593684 78.96288
212 Alan_Chikin_Chow 26400000 27006526665 Comedy Alan_Chikin_Chow 865 United_States US Comedy 61 63 12 1046000000 261500 4200000 3100000 50200000 1300000 2020 Feb 3 88.2 328239523 14.7 270663028 37.09024 -95.712891
213 PANDA_BOI 26400000 17211600007 Entertainment PANDA_BOI 967 Italy IT Entertainment 158 1 55 1225000000 306400 4900000 3700000 58800000 2000000 2020 Dec 5 61.9 60297396 9.89 42651966 41.87194 12.56738
214 BB_Ki_Vines 26300000 4749833967 Entertainment BB_Ki_Vines 190 India IN Entertainment 1462 51 57 17264000 4300 69100 51800 828600 nan 2015 Jun 20 28.1 1366417754 5.36 471031528 20.593684 78.96288
215 D_Billions 26200000 31977463002 nan D_Billions 775 United_States US Entertainment 33 64 58 487076000 121800 1900000 1500000 23400000 200000 2019 Jul 27 88.2 328239523 14.7 270663028 37.09024 -95.712891
216 Junya.ï¿½ï¿½ï¿½ï¿½ 26200000 16097531087 Entertainment Junya.ï¿½ï¿½ï¿½ï¿½ 5985 Japan JP Entertainment 184 2 56 721848000 180500 2900000 2200000 34600000 1100000 2020 Sep 14 63.2 126226568 2.29 115782416 36.204824 138.252924
217 Smosh 26100000 10435474336 Comedy Smosh 1619 United_States US Comedy 410 65 13 68156000 17000 272600 204500 3300000 400000 2005 Nov 19 88.2 328239523 14.7 270663028 37.09024 -95.712891
218 1MILLION_Dance_Studio 26100000 7886440199 Entertainment 1MILLION_Dance_Studio 0 Saudi_Arabia SA Music 4057944 3695 5641 nan 0 0 0 0 nan 2019 Jul 13 68 34268528 5.93 28807838 23.885942 45.079162
219 NichLmao 26000000 14101010609 People_&_Blogs NichLmao 868 nan nan People 249 nan 6 606362000 151600 2400000 1800000 29100000 1100000 2018 Sep 25 nan nan nan nan nan nan
220 Beyoncï¿ 26000000 17308961985 Music Beyoncï¿ 240 United_States US Music 163 66 66 55454000 13900 221800 166400 2700000 nan 2005 Nov 7 88.2 328239523 14.7 270663028 37.09024 -95.712891
221 Marï¿½ï¿½ï¿½ï¿½ï¿½ 26000000 18597534412 Music mariliamendonca 1 nan nan Music 4057142 nan 4914 3 0 0.01 0.01 0.14 3 2008 Jun 14 nan nan nan nan nan nan
222 Indosiar 25900000 11372071889 Music Indosiar 65286 Indonesia ID Entertainment 358 5 60 230183000 57500 920700 690500 11000000 600000 2013 Sep 23 36.3 270203917 4.69 151509724 -0.789275 113.921327
